iter	Passed	Remaining
365	967	1676
366	969	1672
367	972	1670
368	975	1667
369	977	1665
370	980	1662
371	983	1659
372	985	1657
373	988	1653
374	990	1650
375	993	1648
376	996	1646
377	998	1643
378	1001	1640
379	1003	1638
380	1006	1635
381	1008	1632
382	1011	1629
383	1013	1625
384	1016	1623
385	1019	1621
386	1021	1618
387	1024	1615
388	1026	1612
389	1029	1610
390	1032	1607
391	1034	1604
392	1036	1601
393	1039	1598
394	1042	1595
395	1044	1593
396	1046	1590
397	1049	1587
398	1051	1584
399	1054	1581
400	1056	1578
401	1059	1576
402	1062	1573
403	1064	1570
404	1067	1568
405	1069	1565
406	1072	1561
407	1074	1559
408	1077	1556
409	1079	1553
410	1082	1551
411	1084	1548
412	1087	1545
413	1090	1543
414	1092	1540
415	1095	1537
416	1097	1534
417	1100	1531
418	1102	1528
419	1105	1526
420	1107	1523
421	1109	1520
422	1112	1517
423	1115	1514
424	1117	1511
425	1120	1509
426	1122	1506
427	1125	1503
428	1127	1500
429	1130	1498
430	1132	1495
431	1134	1492
432	1137	1489
433	1139	1486
434	1142	1484
435	1145	1481
436	1147	1478
437	1150	1476
438	1152	1473
439	1155	1470
440	1157	1467
441	1160	1464
442	1162	1461
443	1165	1459
444	1167	1456
445	1170	1453
446	1172	1451
447	1175	1448
448	1177	1445
449	1180	1442
450	1182	1439
451	1185	1436
452	1187	1434
453	1190	1431
454	1192	1428
455	1195	1425
456	1197	1423
457	1200	1420
458	1203	1418
459	1205	1415
460	1208	1412
461	1210	1409
462	1213	1407
463	1216	1405
464	1219	1402
465	1221	1399
466	1223	1396
467	1226	1394
468	1228	1391
469	1231	1388
470	1233	1385
471	1236	1383
472	1239	1380
473	1241	1377
474	1243	1374
475	1246	1372
476	1249	1369
477	1251	1366
478	1254	1364
479	1256	1361
480	1259	1358
481	1261	1355
482	1264	1353
483	1266	1350
484	1269	1347
485	1271	1344
486	1274	1342
487	1276	1339
488	1278	1336
489	1281	1333
490	1284	1331
491	1286	1328
492	1289	1326
493	1291	1323
494	1294	1320
495	1297	1318
496	1300	1315
497	1302	1312
498	1304	1310
499	1307	1307
500	1310	1304
501	1312	1302
502	1315	1299
503	1317	1296
504	1319	1293
505	1322	1291
506	1325	1288
507	1328	1286
508	1330	1283
509	1333	1281
510	1336	1278
511	1338	1275
512	1340	1272
513	1343	1270
514	1345	1267
515	1348	1264
516	1351	1262
517	1354	1260
518	1356	1257
519	1358	1254
520	1361	1251
521	1364	1249
522	1366	1246
523	1368	1243
524	1371	1240
525	1373	1237
526	1376	1235
527	1379	1232
528	1381	1230
529	1384	1227
530	1387	1225
531	1389	1222
532	1392	1219
533	1394	1217
534	1397	1214
535	1399	1211
536	1402	1208
537	1405	1206
538	1407	1203
539	1409	1201
540	1412	1198
541	1415	1196
542	1417	1193
543	1420	1190
544	1422	1187
545	1425	1184
546	1427	1182
547	1430	1179
548	1432	1177
549	1435	1174
550	1438	1171
551	1440	1169
552	1442	1166
553	1445	1163
554	1447	1160
555	1450	1158
556	1453	1155
557	1455	1152
558	1458	1150
559	1461	1147
560	1463	1145
561	1466	1142
562	1468	1139
563	1471	1137
564	1473	1134
565	1475	1131
566	1478	1129
567	1480	1126
568	1483	1123
569	1485	1120
570	1488	1118
571	1490	1115
572	1493	1113
573	1496	1110
574	1498	1107
575	1500	1104
576	1503	1102
577	1505	1099
578	1508	1096
579	1510	1094
580	1513	1091
581	1516	1088
582	1518	1086
583	1521	1083
584	1523	1080
585	1526	1078
586	1528	1075
587	1531	1072
588	1533	1070
589	1536	1067
590	1538	1064
591	1540	1061
592	1543	1059
593	1545	1056
594	1548	1054
595	1551	1051
596	1554	1049
597	1556	1046
598	1559	1043
599	1561	1040
600	1563	1038
601	1566	1035
602	1568	1032
603	1571	1030
604	1573	1027
605	1576	1024
606	1578	1022
607	1581	1019
608	1583	1016
609	1586	1014
610	1588	1011
611	1591	1008
612	1594	1006
613	1596	1003
614	1599	1001
615	1601	998
616	1604	995
617	1606	993
618	1608	990
619	1611	987
620	1613	984
621	1616	982
622	1618	979
623	1621	976
624	1623	974
625	1626	971
626	1628	968
627	1631	966
628	1633	963
629	1635	960
630	1638	958
631	1640	955
632	1643	952
633	1646	950
634	1648	947
635	1651	945
636	1653	942
637	1656	939
638	1658	937
639	1661	934
640	1664	932
641	1667	929
642	1669	926
643	1672	924
644	1675	921
645	1677	919
646	1680	917
647	1683	914
648	1685	911
649	1688	909
650	1690	906
651	1693	903
652	1695	901
653	1697	898
654	1700	895
655	1703	893
656	1705	890
657	1707	887
658	1710	885
659	1712	882
660	1715	879
661	1717	877
662	1720	874
663	1723	872
664	1726	869
665	1728	866
666	1731	864
667	1733	861
668	1735	858
669	1738	856
670	1740	853
671	1743	851
672	1746	848
673	1748	845
674	1751	843
675	1753	840
676	1755	837
677	1758	835
678	1761	832
679	1763	830
680	1766	827
681	1768	824
682	1771	821
683	1773	819
684	1776	816
685	1778	814
686	1781	811
687	1783	808
688	1786	806
689	1788	803
690	1791	800
691	1793	798
692	1795	795
693	1798	793
694	1801	790
695	1803	787
696	1806	785
697	1808	782
698	1811	779
699	1813	777
700	1815	774
701	1818	771
702	1820	769
703	1823	766
704	1825	764
705	1828	761
706	1830	758
707	1833	756
708	1835	753
709	1837	750
710	1840	748
711	1843	745
712	1845	742
713	1847	740
714	1850	737
715	1852	734
716	1855	732
717	1858	729
718	1860	727
719	1862	724
720	1865	721
721	1867	719
722	1869	716
723	1872	713
724	1874	711
725	1877	708
726	1879	705
727	1882	703
728	1885	700
729	1887	698
730	1890	695
731	1892	692
732	1894	690
733	1897	687
734	1899	685
735	1902	682
736	1905	679
737	1908	677
738	1910	674
739	1913	672
740	1915	669
741	1917	666
742	1920	664
743	1923	661
744	1925	659
745	1927	656
746	1930	653
747	1932	651
748	1935	648
749	1937	645
750	1939	643
751	1942	640
752	1944	637
753	1947	635
754	1949	632
755	1952	630
756	1954	627
757	1957	625
758	1960	622
759	1962	619
760	1965	617
761	1968	614
762	1970	612
763	1973	609
764	1976	607
765	1978	604
766	1981	601
767	1983	599
768	1986	596
769	1988	594
770	1990	591
771	1993	588
772	1995	586
773	1998	583
774	2000	580
775	2002	578
776	2005	575
777	2007	572
778	2010	570
779	2012	567
780	2015	565
781	2017	562
782	2020	559
783	2023	557
784	2025	554
785	2028	552
786	2030	549
787	2033	546
788	2035	544
789	2038	541
790	2041	539
791	2043	536
792	2046	534
793	2048	531
794	2050	528
795	2053	526
796	2055	523
797	2058	520
798	2060	518
799	2063	515
800	2065	513
801	2068	510
802	2070	508
803	2073	505
804	2075	502
805	2077	500
806	2080	497
807	2082	494
808	2085	492
809	2087	489
810	2090	487
811	2092	484
812	2095	481
813	2097	479
814	2100	476
815	2102	474
816	2105	471
817	2107	468
818	2109	466
819	2112	463
820	2115	461
821	2117	458
822	2119	455
823	2122	453
824	2124	450
825	2127	448
826	2129	445
827	2132	442
828	2134	440
829	2137	437
830	2140	435
831	2142	432
832	2145	430
833	2147	427
834	2150	424
835	2152	422
836	2154	419
837	2157	417
838	2159	414
839	2162	411
840	2165	409
841	2167	406
842	2170	404
843	2172	401
844	2175	398
845	2177	396
846	2180	393
847	2182	391
848	2184	388
849	2187	386
850	2189	383
851	2192	380
852	2194	378
853	2197	375
854	2200	373
855	2202	370
856	2205	368
857	2207	365
858	2210	362
859	2212	360
860	2215	357
861	2217	355
862	2219	352
863	2222	349
864	2224	347
865	2226	344
866	2229	342
867	2232	339
868	2234	336
869	2237	334
870	2239	331
871	2242	329
872	2244	326
873	2247	323
874	2249	321
875	2252	318
876	2254	316
877	2257	313
878	2259	311
879	2262	308
880	2264	305
881	2266	303
882	2269	300
883	2271	298
884	2273	295
885	2276	292
886	2279	290
887	2281	287
888	2284	285
889	2287	282
890	2290	280
891	2292	277
892	2295	275
893	2297	272
894	2299	269
895	2302	267
896	2304	264
897	2307	262
898	2309	259
899	2312	256
900	2314	254
901	2317	251
902	2319	249
903	2321	246
904	2324	244
905	2327	241
906	2330	238
907	2332	236
908	2335	233
909	2337	231
910	2340	228
911	2342	226
912	2345	223
913	2347	220
914	2349	218
915	2352	215
916	2355	213
917	2357	210
918	2360	208
919	2362	205
920	2365	202
921	2367	200
922	2370	197
923	2373	195
924	2375	192
925	2378	190
926	2380	187
927	2383	184
928	2385	182
929	2388	179
930	2391	177
931	2393	174
932	2396	172
933	2398	169
934	2400	166
935	2403	164
936	2406	161
937	2408	159
938	2411	156
939	2413	154
940	2415	151
941	2418	148
942	2420	146
943	2423	143
944	2425	141
945	2428	138
946	2430	136
947	2433	133
948	2435	130
949	2438	128
950	2440	125
951	2443	123
952	2445	120
953	2448	118
954	2450	115
955	2453	112
956	2455	110
957	2458	107
958	2460	105
959	2463	102
960	2465	100
961	2468	97
962	2470	94
963	2473	92
964	2476	89
965	2478	87
966	2480	84
967	2483	82
968	2485	79
969	2487	76
970	2490	74
971	2493	71
972	2495	69
973	2498	66
974	2500	64
975	2503	61
976	2506	58
977	2508	56
978	2511	53
979	2513	51
980	2516	48
981	2518	46
982	2521	43
983	2523	41
984	2526	38
985	2528	35
986	2531	33
987	2533	30
988	2536	28
989	2538	25
990	2541	23
991	2543	20
992	2545	17
993	2548	15
994	2551	12
995	2553	10
996	2556	7
997	2558	5
998	2561	2
999	2563	0
