iter	Logloss
233	0.5098965074
234	0.5098256971
235	0.5097523464
236	0.5096917513
237	0.5095998741
238	0.5095392739
239	0.5094551579
240	0.5093607368
241	0.5093036013
242	0.5092254708
243	0.5091570218
244	0.5090587637
245	0.5089438746
246	0.5088614958
247	0.5087913175
248	0.5087315358
249	0.5086590621
250	0.5085830049
251	0.5085173083
252	0.5084607717
253	0.5083742437
254	0.5083050735
255	0.5082095872
256	0.5081350978
257	0.5080676644
258	0.5079799802
259	0.5079000221
260	0.5078153185
261	0.5077474637
262	0.5076755392
263	0.5075892485
264	0.5075356651
265	0.5074620229
266	0.5073782648
267	0.5073063544
268	0.5072312725
269	0.5071554301
270	0.5070880384
271	0.5070019871
272	0.5069125975
273	0.5068153343
274	0.506728306
275	0.5066524512
276	0.5065774624
277	0.5065038586
278	0.5063998864
279	0.5063426971
280	0.5062576456
281	0.5061799965
282	0.5060946244
283	0.506004511
284	0.5059327836
285	0.5058282577
286	0.5057283983
287	0.5056402248
288	0.5055486564
289	0.5054820217
290	0.5053942251
291	0.5053043819
292	0.5052237041
293	0.5051482507
294	0.5050723951
295	0.5050247096
296	0.5049395968
297	0.5048771158
298	0.5047829823
299	0.5047062182
300	0.504627267
301	0.5045534016
302	0.5044592008
303	0.5044084997
304	0.5043262463
305	0.5042785924
306	0.5042145115
307	0.5041450345
308	0.5040761223
309	0.5039953545
310	0.5039130903
311	0.5038082064
312	0.5037122147
313	0.5036342001
314	0.5035862021
315	0.5035071312
316	0.5034275909
317	0.5033539255
318	0.5032877652
319	0.5032108239
320	0.503146898
321	0.5030799565
322	0.5030175259
323	0.5029441834
324	0.5028531567
325	0.5027777963
326	0.502705858
327	0.50265205
328	0.5025851987
329	0.5024995357
330	0.5024332295
331	0.5023823371
332	0.5023020428
333	0.5022251721
334	0.5021593856
335	0.502082509
336	0.5020026684
337	0.5019460559
338	0.5018746865
339	0.501803607
340	0.5017254211
341	0.5016695884
342	0.5015918281
343	0.5015362964
344	0.5014830703
345	0.5014097273
346	0.5013331198
347	0.5012510027
348	0.5011828395
349	0.5011188049
350	0.501038037
351	0.5009694147
352	0.5008931222
353	0.5008028583
354	0.5007516911
355	0.5006901284
356	0.5006312135
357	0.5005835124
358	0.5005027234
359	0.500464157
360	0.5003955545
361	0.5003075981
362	0.5002430667
363	0.5001635628
364	0.5001122926
365	0.5000233668
366	0.4999794621
367	0.4999064331
368	0.499857924
369	0.4997624387
370	0.4997205894
371	0.4996456004
372	0.4995799122
373	0.499496986
374	0.4994237411
375	0.4993494271
376	0.499303104
377	0.4992633009
378	0.4991991331
379	0.4991395265
380	0.4990781517
381	0.4990055607
382	0.498910421
383	0.4988214897
384	0.4987396795
385	0.4986817534
386	0.4986307321
387	0.4985593291
388	0.4984944801
389	0.4984193556
390	0.4983284103
391	0.4982553176
392	0.4981685049
393	0.4980988705
394	0.4979969116
395	0.4979412781
396	0.4978610058
397	0.4977728106
398	0.4977095907
399	0.4976431055
400	0.4975764221
401	0.4974877156
402	0.4974319343
403	0.4973525561
404	0.4972806158
405	0.4972213701
406	0.497166399
407	0.4970909103
408	0.4970220068
409	0.4969706544
410	0.4969103946
411	0.4968349238
412	0.4967546938
413	0.4966809971
414	0.496591768
415	0.4965299558
416	0.4964788551
417	0.4964251016
418	0.4963491275
419	0.496264019
420	0.4961968166
421	0.4961519476
422	0.4960758016
423	0.4960167631
424	0.4959625761
425	0.4959017664
426	0.4958479306
427	0.4957889859
428	0.4957274495
429	0.4956726174
430	0.4955836199
431	0.4954841198
432	0.4954112378
433	0.4953314305
434	0.4952334406
435	0.4951698485
436	0.4950980476
437	0.495028285
438	0.494982789
439	0.4949058507
440	0.4948478364
441	0.4947976474
442	0.4947316363
443	0.4946780969
444	0.4946093386
445	0.4945309199
446	0.4944719289
447	0.4944069927
448	0.4943477383
449	0.4943038289
450	0.4942569825
451	0.4941958775
452	0.4941480043
453	0.4940976419
454	0.4940463225
455	0.4939688675
456	0.4938921082
457	0.4938249056
458	0.4937581224
459	0.4936805046
460	0.4936068244
461	0.4935410181
462	0.4934793115
463	0.4934089563
464	0.4933431106
465	0.4932985763
466	0.4932163351
467	0.4931480896
468	0.4930756613
469	0.4930228613
470	0.4929756381
471	0.4928941969
472	0.492811254
473	0.4927416211
474	0.4926761265
475	0.4926055865
476	0.4925518523
477	0.4924977613
478	0.4924411986
479	0.4923729444
480	0.4923055378
481	0.4922278363
482	0.4921792577
483	0.4921112411
484	0.4920460455
485	0.4919859082
486	0.4919388111
487	0.4918599167
488	0.4917952251
489	0.4917353118
490	0.4916793038
491	0.491620227
492	0.4915713183
493	0.4915329826
494	0.4914825968
495	0.4914121058
496	0.4913342068
497	0.4912842495
498	0.4912359762
499	0.4911844414
500	0.491135064
501	0.4910748456
502	0.4910287709
503	0.4909641811
504	0.4909034517
505	0.4908419986
506	0.4907836335
507	0.4907256749
508	0.4906600501
509	0.4905899214
510	0.4905463171
511	0.490481194
512	0.4904219938
513	0.4903578067
514	0.4902835704
515	0.4902286628
516	0.4901580346
517	0.4900874511
518	0.490026767
519	0.4899504976
520	0.4898683014
521	0.4898170926
522	0.489747834
523	0.4896785338
524	0.4895990957
525	0.4895294858
526	0.4894725647
527	0.4894069981
528	0.4893521481
529	0.4892836507
530	0.4892212322
531	0.4891578623
532	0.4891012412
533	0.4890415804
534	0.4890023655
535	0.488944499
536	0.488898851
537	0.4888462045
538	0.4887948103
539	0.4887347112
540	0.4886847066
541	0.4886277901
542	0.4885785299
543	0.4885391534
544	0.4884708014
545	0.4884105592
546	0.4883583963
547	0.4882922562
548	0.488237849
549	0.4881686063
550	0.4881085343
551	0.4880603706
552	0.4880165198
553	0.4879508235
554	0.4878917775
555	0.4878451338
556	0.4877927922
557	0.4877339344
558	0.4876575381
559	0.4875743712
560	0.4875419515
561	0.4874763234
562	0.487431131
563	0.4873843327
564	0.4873441687
565	0.4872756756
566	0.4872031034
567	0.4871499623
568	0.4870745861
569	0.4870084194
570	0.4869479403
571	0.4868950233
572	0.4868170275
573	0.4867649524
574	0.4866916283
575	0.4866363358
576	0.4865833343
577	0.4865165822
578	0.4864754805
579	0.4863951997
580	0.486332234
581	0.4862992639
582	0.4862462112
583	0.4861974402
584	0.4861635977
585	0.4861076981
586	0.4860242374
587	0.4859555306
588	0.4859090087
589	0.4858372293
590	0.4857694348
591	0.4857211887
592	0.4856311133
593	0.4855638454
594	0.4855029083
595	0.4854260791
596	0.4853518977
597	0.4852923243
598	0.4852608802
599	0.48520945
600	0.4851422005
601	0.4850853856
602	0.4850333489
603	0.4849651961
604	0.4848942395
605	0.4848426424
606	0.4847890475
607	0.4847351516
608	0.4846710802
609	0.4845952689
610	0.4845252364
611	0.4844585689
612	0.4844015027
613	0.4843443885
614	0.4842899423
615	0.4842271557
616	0.4841784146
617	0.4841215825
618	0.4840543711
619	0.4840020818
620	0.4839343702
621	0.4838817839
622	0.4838283587
623	0.4837762533
624	0.4837200462
625	0.4836484636
626	0.4835986826
627	0.4835437641
628	0.4834977386
629	0.4834268897
630	0.4833592163
631	0.4833048087
632	0.4832406516
633	0.4831792679
634	0.4831278797
635	0.4830858069
636	0.4830390113
637	0.4829750561
638	0.4829259541
639	0.4828661011
640	0.4828070622
641	0.4827276406
642	0.4826736534
643	0.4826148632
644	0.4825728674
645	0.4825122271
646	0.4824516289
647	0.4823975936
648	0.4823490884
649	0.4822946653
650	0.4822329375
651	0.4821751491
652	0.482124578
653	0.4820531605
654	0.4819951722
655	0.4819551634
656	0.4819215219
657	0.4818368578
658	0.481789831
659	0.481747938
660	0.4816905857
661	0.4816196341
662	0.4815551864
663	0.4814889515
664	0.4814455746
665	0.4813760541
666	0.4813287832
667	0.4812452089
668	0.4811876712
669	0.4811244398
670	0.4810716884
671	0.4810403555
672	0.4809922748
673	0.4809411163
674	0.4808852901
675	0.4808419858
676	0.4807792437
677	0.4807243773
678	0.4806782859
679	0.4806037409
680	0.4805705359
681	0.4805052538
682	0.4804381578
683	0.4803665399
684	0.4803000371
685	0.4802366689
686	0.4801671774
687	0.4801353703
688	0.4800955522
689	0.4800544014
690	0.4799969356
691	0.4799332187
692	0.4798521821
693	0.4798061864
694	0.4797354992
695	0.4796890602
696	0.479637811
697	0.4795632387
698	0.4795042376
699	0.4794527882
700	0.4793987185
701	0.479323009
702	0.4792783622
703	0.4792354474
704	0.4791680257
705	0.4791328262
706	0.4790766866
707	0.4790229222
708	0.4789822664
709	0.4789284363
710	0.4788766681
711	0.4788326188
712	0.478749829
713	0.4787005202
714	0.4786398725
715	0.4785684425
716	0.4785192144
717	0.4784684401
718	0.4783977817
719	0.478350847
720	0.478292805
721	0.4782487175
722	0.4781828195
723	0.4781229182
724	0.478069042
725	0.4780415054
726	0.4779735376
727	0.4779209594
728	0.4778792155
729	0.4778089136
730	0.4777475745
731	0.4776739038
732	0.4776164632
733	0.4775744409
734	0.477524169
735	0.4774927481
736	0.4774475554
737	0.4773899551
738	0.4773261289
739	0.477258144
740	0.4771949642
741	0.4771362041
742	0.4770722073
743	0.4770246896
744	0.4769512857
745	0.4768938562
746	0.4768336452
747	0.476787767
748	0.4767170511
749	0.4766658423
750	0.4766236746
751	0.4765682526
752	0.4764965509
753	0.4764451301
754	0.476379667
755	0.4763329239
756	0.4762912485
757	0.4762442704
758	0.4761955925
759	0.4761398427
760	0.476067336
761	0.476013042
762	0.4759786434
763	0.4759095363
764	0.4758457749
765	0.4757698654
766	0.4756971608
767	0.4756443044
768	0.4755984681
769	0.4755456826
770	0.4754882034
771	0.4754255535
772	0.4753778467
773	0.4753251448
774	0.4752758271
775	0.4752077191
776	0.475164814
777	0.4750886531
778	0.4750277159
779	0.4749697796
780	0.4749171412
781	0.4748850738
782	0.4748374262
783	0.4747952387
784	0.474732859
785	0.4746961435
786	0.4746316476
787	0.4745810167
788	0.4745167343
789	0.4744698772
790	0.4743861995
791	0.4743357644
792	0.4742680939
793	0.4742158119
794	0.4741848169
795	0.4741213428
796	0.4740543345
797	0.4739852504
798	0.4739449272
799	0.4738790399
800	0.4738211393
801	0.4737822072
802	0.4737236801
803	0.4736544723
804	0.4735918161
805	0.4735443288
806	0.4734883456
807	0.473422049
808	0.4733715578
809	0.4733224253
810	0.4732557451
811	0.4732082693
812	0.4731586728
813	0.4730995514
814	0.4730486916
815	0.4729868511
816	0.4729329923
817	0.4728871123
818	0.4728350105
819	0.4727611829
820	0.4727084712
821	0.4726722114
822	0.4726271789
823	0.4725763313
824	0.4725209892
825	0.4724821588
826	0.4724223233
827	0.4724071992
828	0.4723448084
829	0.4722732316
830	0.4722210999
831	0.4721745172
832	0.4721204503
833	0.4720529106
834	0.4720023374
835	0.4719425443
836	0.4718768901
837	0.4718140236
838	0.4717565412
839	0.4716831951
840	0.4716341066
841	0.471595703
842	0.4715599569
843	0.471512938
844	0.4714493738
845	0.4713738002
846	0.471302905
847	0.4712454702
848	0.4711755514
849	0.4711297833
850	0.4711004506
851	0.4710518315
852	0.4709942678
853	0.4709626502
854	0.4709215089
855	0.4708870883
856	0.4708394535
857	0.4707781011
858	0.4707440196
859	0.4707114156
860	0.4706565286
861	0.4706379255
862	0.4705846353
863	0.4705261209
864	0.4704787121
865	0.470421967
866	0.4703817328
867	0.4703368198
868	0.4702698331
869	0.4702188268
870	0.4701366439
871	0.4700715164
872	0.4700309144
873	0.4699923417
874	0.4699479079
875	0.4698949624
876	0.4698525031
877	0.4698020291
878	0.4697556026
879	0.469710221
880	0.4696697857
881	0.4696214036
882	0.4695836908
883	0.4695376216
884	0.469485678
885	0.4694354172
886	0.4693772395
887	0.4693320154
888	0.4692995716
889	0.4692337935
890	0.4691739443
891	0.4691317405
892	0.4690895804
893	0.469054641
894	0.4690159336
895	0.468950958
896	0.4689080458
897	0.4688693887
898	0.4688079155
899	0.4687607732
900	0.4686921594
901	0.4686510411
902	0.4685977013
903	0.4685651334
904	0.4685265367
905	0.4684857826
906	0.468433237
907	0.4683806232
908	0.4683282264
909	0.4682912685
910	0.4682362252
911	0.4681829737
912	0.4681090551
913	0.4680496873
914	0.4680067454
915	0.4679607436
916	0.4679086779
917	0.4678337656
918	0.4677949604
919	0.4677331307
920	0.4676872517
921	0.4676564777
922	0.4675965164
923	0.4675504343
924	0.4674962485
925	0.4674500433
926	0.4673930746
927	0.4673583707
928	0.4673137287
929	0.4672448757
930	0.4672007294
931	0.4671435703
932	0.467119243
933	0.4670754338
934	0.4670312169
935	0.4669735874
936	0.4669066877
937	0.4668622047
938	0.4668006307
939	0.4667434945
940	0.4666717276
941	0.4666293301
942	0.4665719255
943	0.466536397
944	0.466502579
945	0.4664502009
946	0.4663805488
947	0.4663159201
948	0.466260822
949	0.466197917
950	0.4661495261
951	0.4661025833
952	0.4660562945
953	0.4659993002
954	0.4659488711
955	0.4658996655
956	0.4658307665
957	0.465773148
958	0.4657379402
959	0.4656858934
960	0.4656350768
961	0.465565995
962	0.4654981187
963	0.4654627303
964	0.465419724
965	0.4653545209
966	0.4653021805
967	0.4652381219
968	0.4652083259
969	0.465165932
970	0.4651098275
971	0.4650552964
972	0.4649880485
973	0.4649396689
974	0.4648927942
975	0.4648472836
976	0.4647935567
977	0.4647483002
978	0.4647126873
979	0.4646723175
980	0.4646199989
981	0.4645775068
982	0.4645306774
983	0.4644857145
984	0.4644398293
985	0.4643902811
986	0.4643329641
987	0.4642672489
988	0.4642352133
989	0.4641885647
990	0.4641382708
991	0.4640926931
992	0.4640501593
993	0.4640081383
994	0.4639483594
995	0.4639136313
996	0.4638557797
997	0.4637934212
998	0.4637626027
999	0.4637168148
